Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,Signals
"DAIC","CID HoldCo, Inc. Common Stock","NASDAQ","Unknown",12464667,0.4490000009536743,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"LBGJ","Li Bang International Corporation Inc. Class A Ordinary Shares","NASDAQ","Unknown",12424300,0.6629999876022339,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"MYNZ","Mainz Biomed N.V. Ordinary Shares","NASDAQ","Unknown",12361181,1.1200000047683716,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"LEDS","SemiLEDS Corporation Common Stock","NASDAQ","Unknown",12339230,1.5,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BANL","CBL International Limited Ordinary Shares","NASDAQ","Unknown",12237500,0.4449999928474426,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ENGS","Energys Group Limited Ordinary Shares","NASDAQ","Unknown",12168970,0.8519999980926514,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ARTW","Art's-Way Manufacturing Co., Inc. Common Stock","NASDAQ","Unknown",12001060,2.3499999046325684,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NAII","Natural Alternatives International, Inc. Common Stock","NASDAQ","Unknown",11914698,3.5799999237060547,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"EDSA","Edesa Biotech, Inc. Common Shares","NASDAQ","Unknown",11834029,1.4199999570846558,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"AIFF","Firefly Neuroscience, Inc. Common Stock","NASDAQ","Unknown",11806312,0.8799999952316284,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"CABR","Caring Brands, Inc. Common Stock","NASDAQ","Unknown",11783534,0.8579999804496765,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HCAI","Huachen AI Parking Management Technology Holding Co., Ltd. Class A Ordinary Shares","NASDAQ","Unknown",11780262,0.3490000069141388,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AUID","authID Inc. Common Stock","NASDAQ","Unknown",11759239,0.875,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GFAI","Guardforce AI Co., Limited Ordinary Shares","NASDAQ","Unknown",11701696,0.5569999814033508,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D"
"IMNN","Imunon, Inc. Common Stock","NASDAQ","Unknown",11698049,3.809999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ABP","Abpro Holdings, Inc Common Stock","NASDAQ","Unknown",11489856,4.230000019073486,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"WFF","WF Holding Limited Ordinary Shares","NASDAQ","Unknown",11477000,0.46000000834465027,12,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ZCMD","Zhongchao Inc. Class A Ordinary Shares","NASDAQ","Unknown",11425006,0.44999998807907104,15,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MGRX","Mangoceuticals, Inc. Common Stock","NASDAQ","Unknown",11387710,0.7400000095367432,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"EDUC","Educational Development Corporation Common Stock","NASDAQ","Unknown",11329825,1.3200000524520874,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"SNES","SenesTech, Inc. Common Stock","NASDAQ","Unknown",11177252,2.140000104904175,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"KALA","KALA BIO, Inc. Common Stock","NASDAQ","Unknown",11023344,0.5559999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BTBD","BT Brands, Inc. Common Stock","NASDAQ","Unknown",10904152,1.3899999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"TLIH","Ten-League International Holdings Limited Ordinary Shares","NASDAQ","Unknown",10882547,0.3700000047683716,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"INAB","IN8bio, Inc. Common Stock","NASDAQ","Unknown",10844487,2.3399999141693115,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"SGBX","Safe & Green Holdings Corp. Common Stock","NASDAQ","Unknown",10694483,1.8799999952316284,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GTEC","Greenland Technologies Holding Corporation Ordinary Shares","NASDAQ","Unknown",10660921,0.6129999756813049,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"BRTX","BioRestorative Therapies, Inc. Common Stock (NV)","NASDAQ","Unknown",10429584,1.1749999523162842,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BNAI","Brand Engagement Network Inc. Common Stock","NASDAQ","Unknown",10412346,2.319999933242798,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"NXL","Nexalin Technology, Inc. Common Stock","NASDAQ","Unknown",10407782,0.5580000281333923,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"BLRX","BioLineRx Ltd. American Depositary Shares","NASDAQ","Unknown",10307178,2.7699999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PASW","Ping An Biomedical Co., Ltd. Ordinary Shares","NASDAQ","Unknown",10280750,0.5019999742507935,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CODX","Co-Diagnostics, Inc. Common Stock","NASDAQ","Unknown",10266489,5.058000087738037,6,"SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"ARBB","ARB IOT Group Limited Ordinary Shares","NASDAQ","Unknown",10203180,5.78000020980835,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MBRX","Moleculin Biotech, Inc. Common Stock","NASDAQ","Unknown",10192248,3.309999942779541,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"TURB","Turbo Energy, S.A. American Depositary Shares","NASDAQ","Unknown",10161108,0.921999990940094,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"BLIN","Bridgeline Digital, Inc. Common Stock","NASDAQ","Unknown",10148696,0.8299999833106995,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"OXBR","Oxbridge Re Holdings Limited Ordinary Shares","NASDAQ","Unknown",10132481,1.3200000524520874,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AZI","Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares","NASDAQ","Unknown",10090560,3.130000114440918,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"YHGJ","Yunhong Green CTI Ltd. Common Stock","NASDAQ","Unknown",10069123,3.630000114440918,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CAPT","Captivision Inc. Ordinary Shares","NASDAQ","Unknown",10003987,0.34299999475479126,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CYCU","Cycurion, Inc. Common Stock","NASDAQ","Unknown",9958845,2.759999990463257,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"EDHL","Everbright Digital Holding Limited Ordinary Shares","NASDAQ","Unknown",9940150,0.375,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"CCHH","CCH Holdings Ltd Ordinary Shares","NASDAQ","Unknown",9852150,0.5120000243186951,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"HSCS","HeartSciences Inc. Common Stock","NASDAQ","Unknown",9820660,3.0899999141693115,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"PTLE","PTL LTD Class A Ordinary Shares","NASDAQ","Unknown",9758499,0.10000000149011612,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"HWH","HWH International Inc. Common Stock","NASDAQ","Unknown",9649836,1.4900000095367432,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"GSIW","Garden Stage Limited Ordinary Shares","NASDAQ","Unknown",9564850,0.1289999932050705,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CXAI","CXApp Inc. Class A Common Stock","NASDAQ","Unknown",9504933,0.3319999873638153,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"ERNA","Ernexa Therapeutics Inc. Common Stock","NASDAQ","Unknown",9418667,1.2000000476837158,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"PETZ","TDH Holdings, Inc. Common Shares","NASDAQ","Unknown",9394174,0.9100000262260437,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"CURX","Curanex Pharmaceuticals Inc Common Stock","NASDAQ","Unknown",9369472,0.3310000002384186,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TGL","Treasure Global Inc. Common Stock","NASDAQ","Unknown",9356611,6.130000114440918,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"STAI","ScanTech AI Systems Inc. Common stock","NASDAQ","Unknown",9300414,2.4600000381469727,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MTEK","Maris-Tech Ltd. Ordinary Shares","NASDAQ","Unknown",9260935,1.159999966621399,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"FATBP","FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock","NASDAQ","Unknown",9247722,0.515999972820282,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"BMGL","Basel Medical Group Ltd Ordinary Shares","NASDAQ","Unknown",9205018,0.49000000953674316,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"EEIQ","EpicQuest Education Group International Limited Common Stock","NASDAQ","Unknown",9183845,0.22100000083446503,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"INBS","Intelligent Bio Solutions Inc. Common Stock","NASDAQ","Unknown",9144349,9.529999732971191,9,"SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"CLWT","Euro Tech Holdings Company Limited Common Stock","NASDAQ","Unknown",9140213,1.2000000476837158,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"OFAL","OFA Group Class A Ordinary Shares","NASDAQ","Unknown",9085156,0.652999997138977,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"HKPD","Hong Kong Pharma Digital Technology Holdings Limited Ordinary shares","NASDAQ","Unknown",9068400,0.8240000009536743,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PFSA","Profusa, Inc. Common Stock","NASDAQ","Unknown",9056218,0.10499999672174454,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"BBGI","Beasley Broadcast Group, Inc. Class A Common Stock","NASDAQ","Unknown",9038010,5.010000228881836,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"TRAW","Traws Pharma, Inc. Common Stock","NASDAQ","Unknown",9029680,1.1299999952316284,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"BNZI","Banzai International, Inc. Class A Common Stock","NASDAQ","Unknown",9003206,0.9660000205039978,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"REBN","Reborn Coffee, Inc. Common Stock","NASDAQ","Unknown",8904720,1.4900000095367432,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ADIL","Adial Pharmaceuticals, Inc Common Stock","NASDAQ","Unknown",8904082,0.2199999988079071,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"APVO","Aptevo Therapeutics Inc. Common Stock","NASDAQ","Unknown",8827791,9.430000305175781,7,"SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"CLRO","ClearOne, Inc. (DE) Common Stock","NASDAQ","Unknown",8827333,5.090000152587891,5,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TIRX","TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares","NASDAQ","Unknown",8806657,0.3619999885559082,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BIVI","BioVie Inc. Class A Common Stock","NASDAQ","Unknown",8746767,1.159999966621399,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"PRHI","Presurance Holdings, Inc. Common Stock","NASDAQ","Unknown",8711247,0.7129999995231628,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"WATT","Energous Corporation Common Stock","NASDAQ","Unknown",8678797,3.990000009536743,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"NCEL","NewcelX Ltd. Ordinary Shares","NASDAQ","Unknown",8660918,1.899999976158142,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"ICU","SeaStar Medical Holding Corporation Common Stock","NASDAQ","Unknown",8651312,0.23999999463558197,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"AMST","Amesite Inc. Common Stock","NASDAQ","Unknown",8642428,1.8899999856948853,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"APM","Aptorum Group Limited Class A Ordinary Shares","NASDAQ","Unknown",8632382,1.059999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"LOBO","LOBO TECHNOLOGIES LTD. Class A Ordinary Shares","NASDAQ","Unknown",8580531,0.6129999756813049,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"IINNW","Inspira Technologies Oxy B.H.N. Ltd. Warrant","NASDAQ","Unknown",8439739,0.23600000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ILAG","Intelligent Living Application Group Inc. Ordinary Shares","NASDAQ","Unknown",8413664,4.050000190734863,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"BHAT","Blue Hat Interactive Entertainment Technology Ordinary Shares","NASDAQ","Unknown",8402960,1.159999966621399,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"ELAB","PMGC Holdings Inc. Common Stock","NASDAQ","Unknown",8402139,1.4800000190734863,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"CUPR","Cuprina Holdings (Cayman) Limited Class A Ordinary Shares","NASDAQ","Unknown",8402100,0.4000000059604645,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"TBH","Brag House Holdings, Inc. Common Stock","NASDAQ","Unknown",8380545,0.4000000059604645,13,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"BTCT","BTC Digital Ltd. Ordinary Shares","NASDAQ","Unknown",8364252,1.2999999523162842,9,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D"
"TGHL","The GrowHub Limited Class A Ordinary Shares","NASDAQ","Unknown",8359057,0.33000001311302185,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"GTBP","GT Biopharma, Inc. Common Stock","NASDAQ","Unknown",8351493,0.7850000262260437,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MARPS","Marine Petroleum Trust Units of Beneficial Interest","NASDAQ","Unknown",8290000,4.150000095367432,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ETS","Elite Express Holding Inc. Class A Common Stock","NASDAQ","Unknown",8264723,0.49399998784065247,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"YYGH","YY Group Holding Limited Class A Ordinary Shares","NASDAQ","Unknown",8264717,0.20100000500679016,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION"
"RBNE","Robin Energy Ltd. Common Stock","NASDAQ","Unknown",8220836,2.930000066757202,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"PULM","Pulmatrix, Inc. Common Stock","NASDAQ","Unknown",8144596,2.2300000190734863,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SCKT","Socket Mobile, Inc. Common Stock","NASDAQ","Unknown",8135991,1.0199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"HXHX","Haoxin Holdings Limited Class A Ordinary Shares","NASDAQ","Unknown",8133125,0.5920000076293945,14,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"CWD","CaliberCos Inc. Class A Common Stock","NASDAQ","Unknown",8069164,1.2400000095367432,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MSS","Maison Solutions Inc. Class A Common Stock","NASDAQ","Unknown",8012937,0.3179999887943268,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"SEED","Origin Agritech Limited Common Stock","NASDAQ","Unknown",7991998,1.1100000143051147,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IPW","iPower Inc. Common Stock","NASDAQ","Unknown",7973396,7.480000019073486,6,"SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"YMAT","J-Star Holding Co., Ltd. Class A Ordinary Shares","NASDAQ","Unknown",7928005,0.4659999907016754,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"JCTC","Jewett-Cameron Trading Company Common Shares","NASDAQ","Unknown",7915768,2.25,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"NAAS","NaaS Technology Inc. American Depositary Shares","NASDAQ","Unknown",7894115,3.380000114440918,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"AIMD","Ainos, Inc. Common Stock","NASDAQ","Unknown",7892720,1.6399999856948853,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IFBD","Infobird Co., Ltd Ordinary Shares","NASDAQ","Unknown",7784058,0.9509999752044678,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"HTCR","Heartcore Enterprises, Inc. Common Stock","NASDAQ","Unknown",7758125,0.3050000071525574,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"ZKIN","ZK International Group Co., Ltd Ordinary Share","NASDAQ","Unknown",7745919,1.5,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"GIBO","GIBO Holdings Limited Class A Ordinary Shares","NASDAQ","Unknown",7679662,2.0450000762939453,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"ELPW","Elong Power Holding Limited Class A Ordinary Shares","NASDAQ","Unknown",7627631,1.8200000524520874,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"NTCL","NETCLASS TECHNOLOGY INC Class A Ordinary Shares","NASDAQ","Unknown",7598247,0.34599998593330383,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MKZR","MacKenzie Realty Capital, Inc. Common Stock","NASDAQ","Unknown",7535337,4.067999839782715,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"MIMI","Mint Incorporation Limited Class A Ordinary Shares","NASDAQ","Unknown",7503750,0.30000001192092896,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"PCLA","PicoCELA Inc. American Depositary Shares","NASDAQ","Unknown",7454526,0.3019999861717224,14,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"DTCK","Davis Commodities Limited Class A Ordinary Shares","NASDAQ","Unknown",7435940,0.30399999022483826,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"SSKN","Strata Skin Sciences, Inc. Common Stock","NASDAQ","Unknown",7419131,1.2599999904632568,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"VMAR","Vision Marine Technologies Inc. Common Shares","NASDAQ","Unknown",7398046,0.20000000298023224,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"HIHO","Highway Holdings Limited Common Stock","NASDAQ","Unknown",7316902,1.590000033378601,14,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"MYSE","Myseum, Inc. Common Stock","NASDAQ","Unknown",7292003,1.7100000381469727,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"KPRX","Kiora Pharmaceuticals, Inc.  Common Stock","NASDAQ","Unknown",7245532,1.9700000286102295,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"JXG","JX Luxventure Group Inc. Common Stock","NASDAQ","Unknown",7237578,6,9,"SMALL_MARKET_CAP, SPIKE_7D, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"BMRA","Biomerica, Inc. Common Stock","NASDAQ","Unknown",7232148,2.5199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION"
"MOVE","Movano Inc. Common Stock","NASDAQ","Unknown",7223684,8.3100004196167,6,"SMALL_MARKET_CAP, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"PPCB","Propanc Biopharma, Inc. Common Stock","NASDAQ","Unknown",7171253,0.5365999937057495,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"IVF","INVO Fertility, Inc. Common Stock","NASDAQ","Unknown",7167723,0.753000020980835,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"EVGN","Evogene Ltd Ordinary Shares","NASDAQ","Unknown",7166048,1.100000023841858,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, HIGH_VOLATILITY"
"MBIO","Mustang Bio, Inc. Common Stock","NASDAQ","Unknown",7160403,0.9810000061988831,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BOXL","Boxlight Corporation Class A Common Stock","NASDAQ","Unknown",7083334,1.7000000476837158,11,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"HYFM","Hydrofarm Holdings Group, Inc. Common Stock","NASDAQ","Unknown",7047176,1.5099999904632568,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_THEN_DROP, HIGH_VOLATILITY"
"TNMG","TNL Mediagene Ordinary Shares","NASDAQ","Unknown",6977315,2.7300000190734863,7,"MICROCAP_PRICE, SMALL_MARKET_CAP, VOLUME_EXPLOSION, HIGH_VOLATILITY"
"ATER","Aterian, Inc. Common Stock","NASDAQ","Unknown",6973810,0.6959999799728394,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"WAFU","Wah Fu Education Group Limited Ordinary Shares","NASDAQ","Unknown",6878267,1.559999942779541,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"MNTS","Momentus Inc. Class A Common Stock","NASDAQ","Unknown",6804262,4.869999885559082,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
"UCAR","U Power Limited Class A Ordinary Shares","NASDAQ","Unknown",6717739,1.5199999809265137,6,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY"
"BFRI","Biofrontera Inc. Common Stock","NASDAQ","Unknown",6639544,0.5699999928474426,10,"MICROCAP_PRICE, SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"CHR","Cheer Holding, Inc. Class A Ordinary Share","NASDAQ","Unknown",6638335,1.2799999713897705,5,"MICROCAP_PRICE, SMALL_MARKET_CAP, HIGH_VOLATILITY"
"PAVM","PAVmed Inc. Common Stock","NASDAQ","Unknown",6551561,6.624000072479248,8,"SMALL_MARKET_CAP, MICRO_LIQUIDITY, SPIKE_7D, HIGH_VOLATILITY"
"SMTK","SmartKem, Inc. Common Stock","NASDAQ","Unknown",6533736,1.065000057220459,8,"MICROCAP_PRICE, SMALL_MARKET_CAP, SPIKE_7D, HIGH_VOLATILITY"
